FID	Area_WHS	Area_SSSI	Area_SPA	Area_SAC	Area_RAMSA	Area_NR	Area_NNR	Area_MPAdi	Area_MCA	Area_LNR	Area_COUNE	Area_CNTRY	Area_BIOSP	Area_BIOGE	Count_WW	Count_Air	Count_Bus	Count_Hotel	Sum_Rating	Count_CarPark	Count_TourOp	Count_train	Mean_Wild	Dist_Motorway	Dist_A_road	Dist_B_road	Dist_min_road	Area_NP	Area_PA	Dist_road	Count_Inf	Dist_Coast	Mean_Nat	Dist_Air	Dist_Bus	Dist_CarPark	Dist_Hotel	Dist_TourOp	Dist_Train	Pop_dens	Pop	PDist	PDist.1	
914	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	6	13	8.8	0	0	0	70.76288847	0	5750.861197	0	0	0	0	0	19	0	138.6964236	17302.37625	0	16712.27972	0	15339.20957	34703.75043	12.75426815	659.5991592	13676.42848	13676.42848
915	914	0	0	0	0.91483989	0	0	0	0	0	0	0	0	0	0	8	0	8	10	14.1	0	0	0	87.60149375	0	0	1734.024354	0	0	0.91483989	0	18	30747.25279	181.284875	54411.97924	0	1512.583283	0	9661.142269	25440.98318	4.007143021	400.7143021	38394.34092	38394.34092
916	915	0	2.665814276	0	2.814566052	0	0	0	0	0	0	0	0	0	0	1	0	12	8	4.6	0	0	0	58.32493125	0	0	0	0	0	2.814569695	0	20	8092.325126	130.818125	48803.03979	0	7302.823897	0	8834.352177	2846.887233	9.621349487	962.1349487	21064.62786	21064.62786
917	916	0	5.027869229	2.546542128	2.481327344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.1500188	0	0	1791.78609	406.7860896	0	5.027869355	0	0	32093.04395	227.3028562	55205.36075	1863.693241	3118.778068	815.4522488	6983.031143	16314.73726	2.560553436	256.0553436	48452.15904	48452.15904
918	917	0	44.99161921	35.55603538	37.82584113	0	0	11.36234395	0	0	0	0	0	0	0	207	0	26	119	98.1	0	1	1	80.09265625	0	0	0	0	100	100	0	147	33887.24383	193.1856812	36619.22259	0	28413.33845	0	0	0	8.459483337	845.9483337	41262.97197	41262.97197
919	918	0	20.07145934	0	34.752171	0.710242865	6.777609062	0	14.65010895	16.41034231	0	0	0	0	0	17	0	4	6	4.3	1	0	0	96.30268322	0	0	0	0	0	34.79016908	0	11	0	184.9036312	66900.07058	0	0	0	6122.366918	16074.99943	0.755165939	63.34186459	11401.54968	11401.54968
920	919	0	1.404245302	0	90.11431149	0	0	0	89.33437726	0	0	0	0	0	0	11	0	0	7	0	0	0	0	81.28168005	0	9708.334966	9151.663563	0	0	91.51854849	0	7	0	157.8484696	55776.82569	6570.024849	23537.18967	0	9587.927391	10183.22199	3.423417244	29.9951725	0	0
921	920	0	0.45916186	0.459161889	99.54083827	0	0	0	99.54083827	0	0	0	0	0	0	3	0	0	0	0	0	0	0	182.1865385	7195.493697	13652.93593	7838.78609	7195.493697	0	100	7195.493697	0	0	205.2480769	15860.73677	8117.159611	7371.43889	7708.891714	9616.281326	56811.36688	0	0	0	0
922	921	0	22.38700965	22.21906145	0	5.131040426	0	0	0	0	0	0	0	0	0	82	0	342	16	15.3	1	0	8	54.22612098	0	0	0	0	0	22.40894768	0	366	0	136.3541686	9546.420994	0	0	0	8405.211527	0	654.6828357	57075.87415	56662.97417	56662.97417
923	922	0	1.362399542	1.007009186	0.519775628	0	0	0	5.024775925	0	0	0	0	0	0	15	0	16	1	0	0	0	0	101.8617861	0	0	0	0	0	6.366735332	0	17	0	226.5368301	76751.21007	0	46405.27398	0	4348.589646	265478.6274	1.483147248	94.73855782	21223.98653	21223.98653
924	923	0	5.649475862	0	52.2406572	0	0	0	5.618332328	0	0	0	0	0	0	24	0	3	17	13.2	0	0	0	102.7385859	0	333.9089239	0	0	0	57.89006526	0	20	0	189.4685621	51421.27375	0	6145.880174	0	8594.71099	40029.0535	1.431102946	64.67121124	842.1653524	842.1653524
925	924	0	46.10403597	46.10404127	0	0	0	0	0	1.650132363	0	0	0	98.02781776	0	2	0	11	8	0	0	0	0	75.38608697	0	0	3296.975646	0	0	99.66690178	0	21	0	166.4117998	53870.85862	0	5546.676723	0	21686.38038	5165.934832	4.560487825	448.6651764	89301.28599	89301.28599
926	925	0	28.53862484	0.839768938	21.78866056	0.845963776	0	0.082447579	0	0	0	0	0	0	0	37	0	10	71	55.8	0	0	2	94.0331875	0	0	0	0	96.87423068	99.43445786	0	78	38044.78609	205.1761	45561.1045	0	6133.611541	0	5046.99553	0	1.372742805	137.2742805	45152.49278	45152.49278
927	926	0	0.642422663	0	76.46510224	0	0	0	0	0	0	0	0	0	0	22	0	16	26	12.2	0	0	1	54.09457946	0	0	8867.346385	0	0	77.08274769	0	42	0	136.907006	45317.84258	0	9005.315786	0	16213.88581	0	1.562336876	34.56095886	0	0
928	927	0	0.15583453	0	0.273687369	0	0	0	0	0	0	0	0	0	0	2	0	15	3	0	0	0	0	60.14859989	0	0	2057.885561	0	0	0.428441971	0	19	38572.61835	132.5810233	76862.19951	0	15397.4716	0	23967.08257	23106.85116	19.4233171	1892.837433	47447.51885	47447.51885
929	928	0	0	0	84.88970175	0	0	0	0	0	0	0	0	15.22548275	0	11	0	16	14	4	0	0	0	41.39723832	0	0	0	0	0	99.97757354	0	29	0	100.1658653	79753.06179	0	23462.87987	0	12144.09536	24930.34706	5.271279866	81.7464447	125113.9918	125113.9918
930	929	0	62.05726513	0.968063154	7.510699572	0.973259822	0	0	0	0	0	0	0	0	0	0	0	7	3	4.1	0	0	0	108.0731125	0	0	0	0	0	65.1466636	0	10	16329.23167	191.76825	71901.76056	0	26451.87004	0	23626.26232	19982.19108	1.038034964	103.8034964	38676.46869	38676.46869
931	930	0	0	0	0	0	0	0	0	0	0.000127155	0	0	0	0	187	0	273	57	43	2	0	2	57.94435556	0	0	0	0	16.90036381	16.90049097	0	336	0	135.544307	22281.45038	0	0	0	20796.01158	0	16.71687585	838.9829102	45446.18858	45446.18858
932	931	0	0	0	65.54695204	0	0	0	0	0	0	0	0	0	0	9	0	8	11	0	0	0	0	101.5095005	0	1699.975646	7281.351913	0	0	65.54695204	0	19	0	221.6715611	41832.50136	0	35982.06915	0	3441.935611	75461.39609	4.876346399	72.0641861	0	0
933	932	0	1.748708975	0	0.865873348	0	0	0	0	0	0	0	0	0	0	22	0	82	24	3.8	1	0	0	41.85530625	0	0	0	0	0	1.748709037	0	106	475.7860896	91.29205625	16727.6114	0	0	0	3772.312082	4381.770041	42.18400543	4218.400543	6742.865123	6742.865123
934	933	0	0.354147859	0	14.20701814	0	0	0	0	0	0	0	0	0	0	12	0	8	7	13.1	0	0	0	94.24928125	0	5308.870277	0	0	0	14.20701805	0	15	37498.97565	197.5166375	75737.71609	0	18645.24269	0	16801.22906	13969.30243	0.938675594	93.86755943	62955.14312	62955.14312
935	934	0	2.083364805	0	0.115636222	0	0	0	0	0	0	0	0	0	0	6	0	22	2	7.9	0	0	0	55.4595	0	0	0	0	0	2.199001027	0	24	17799.41011	127.3306875	17419.34326	0	2882.101822	0	5967.224884	9594.591197	15.28495209	1528.495209	64267.82667	64267.82667
936	935	0	9.990374403	0	10.09182186	0	0	0	0	0	0	0	0	0	0	5	0	1	2	0	0	0	0	83.90990625	0	0	0	0	0	10.1341617	0	3	36074.26152	171.1939375	57393.41723	0	14305.57211	0	21894.27531	24859.73335	9.228555527	922.8555527	87953.91231	87953.91231
937	936	0	6.242446307	0	0.50546006	0	0	0	0	0	5.331893118	0	0	96.11423015	0	13	0	63	36	26.3	0	0	0	49.68064073	0	0	0	0	0	99.56395056	0	99	0	114.9469709	59750.30246	0	20190.18692	0	5965.869048	20304.57306	7.839585194	752.1029129	113649.1865	113649.1865
938	937	0	36.28873824	35.82422353	0	0	0	0	15.27926426	0	0	0	0	0	0	95	0	49	70	39.5	0	0	0	85.76218512	0	0	0	0	0	51.4521206	0	119	0	174.2795477	28994.55668	0	16769.75478	0	1327.103865	17266.18414	11.40253295	915.8556824	35250.93915	35250.93915
939	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	2	0	0	0	0	53.56988125	0	0	0	0	0	0	0	11	15642.78609	131.007325	21848.86096	0	6547.53522	0	9289.610561	7760.851728	74.42634949	7442.634949	87526.34686	87526.34686
940	939	36.14253157	0.324728478	47.27404894	36.14249157	0	0	0.323268042	0	9.275098472	0	0	0	0	0	1	0	0	0	0	0	0	0	203.5758157	69154.49831	70000.16977	81786.24811	69154.49831	0	47.27404894	69154.49831	0	0	226.030888	82983.26893	69159.57514	78562.40281	69152.97309	69182.88901	183509.2034	0	0	90780.33219	90780.33219
941	940	0	2.313564517	2.114128453	23.81866887	2.084927387	0	0.153220999	0	0	1.648767996	0	0.864174763	0	0	413	1	934	75	101.3	23	0	2	22.7437174	0	0	0	0	0	24.88625064	0	1034	0	53.10072013	0	0	0	0	4384.687854	0	1231.686779	94100.1275	1083.459118	1083.459118
942	941	0	0.696977811	0	0	0	0	0	0	0	0	0	0	0	0	5	0	18	8	0	0	0	0	36.00434375	0	0	0	0	0	0.696977811	0	26	19486.02435	79.30701875	18281.48866	0	2089.148953	0	13276.77527	3267.700411	27.94006287	2794.006287	61759.39324	61759.39324
943	942	0	3.248931201	21.10562188	0	0	0	0	2.239560466	0	0	0	0	0	0	353	1	51	10	4	0	0	0	54.76780877	0	0	0	0	0	25.43808593	0	62	0	138.5980717	0	0	34949.14684	0	23632.20733	185113.7891	17.03459071	424.7492676	11777.87371	11777.87371
944	943	0	0	0	33.58931865	0	0	0	0	0	0	0	0	0	0	44	0	19	18	4.8	0	0	0	75.02704989	0	4739.330461	0	0	0	33.58931874	0	37	0	167.7843842	50335.95702	0	5971.979028	0	6971.365905	56697.95613	0.525680753	14.36343575	1107.539334	1107.539334
945	944	0	2.725740677	2.297953128	1.216495933	2.283836904	0	0	0	0	0	0	0	0	0	2	0	9	2	0	0	0	0	47.275325	0	0	0	0	0	2.731322259	0	11	1606.78609	112.9798938	10830.71621	0	4602.263027	0	12136.19476	718.1160743	5.795418816	579.5418816	49741.80879	49741.80879
946	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	5	0	0	0	0	34.69173125	0	0	0	0	0	0	0	21	6102.597152	75.93605625	23973.33938	0	4118.416119	0	8697.441412	17083.85114	18.12659103	1812.659103	73535.14805	73535.14805
947	946	0	0	0	0.027112512	0	0	63.94403216	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	99.8729	0	3260.975646	0	0	100	100	0	8	6598.264916	186.7038188	39896.70301	4030.963837	4736.204962	0	13364.71362	4517.89864	3.676108398	367.6108398	52412.55033	52412.55033
948	947	0	0.686257385	0	1.2097488	0	0	0	0	0	0	0	0	0	0	4	0	46	3	0	0	0	0	53.18698125	0	1972.30936	0	0	0	1.896006185	0	48	20108.02435	129.5800813	27146.71895	0	14940.47345	0	2656.625514	13979.31456	14.0926651	1409.26651	30591.62405	30591.62405
949	948	0	1.450819055	1.269970789	0	1.224833932	0	0	0	0	0	0	0	0	0	138	0	408	29	28.6	5	0	2	29.39028058	0	0	0	0	0	1.520706433	0	454	0	71.65727071	16830.45091	0	0	0	14845.81782	0	326.6957405	11100.87305	27901.50018	27901.50018
950	949	0	4.461511751	97.21124022	4.904897755	0	0	17.62798476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.5260188	8.800316549	2217.732354	2570.80814	8.800316549	100	100	8.800316549	0	43775.45617	223.75945	45750.29021	2236.183619	9202.495728	365.2937893	6233.067328	8995.068907	8.542847862	854.2847862	51009.2404	51009.2404
951	950	0	39.81925021	100	97.46660389	0	0	39.81927383	60.02414707	0	0	0	0	0	0	6	0	0	2	0	0	0	0	108.2030228	7516.762956	17387.02435	9035.168234	7516.762956	0	100	7516.762956	2	0	180.2546182	62957.95312	9037.117931	19264.47129	0	8857.466145	21341.99517	3.034445881	121.5819149	586.9968324	586.9968324
952	951	0	77.55240155	11.66566091	77.55239894	0	0	0	0	0	0	0	0	96.65975835	0	17	0	4	3	0	0	0	0	117.014492	0	1126.721394	6983.78609	0	0	97.33375271	0	8	0	204.1209123	62664.2201	0	4884.189997	0	5578.117813	42064.72816	2.41948979	239.6139317	14809.2355	14809.2355
953	952	0	1.029388534	0.238880364	0	0.15136549	0	0	0	0	0.109255663	0	0	0	0	177	0	474	28	28.1	5	0	2	33.36512159	0	0	0	0	0	1.150605248	0	513	0	80.32458726	22864.16587	0	0	0	12817.16594	0	267.606513	26214.69904	18549.87632	18549.87632
954	953	0	51.18271284	51.18217383	51.18271273	0	0	0	0	0	0	0	0	0	0	9	0	7	5	4.5	0	0	0	127.335618	0	7727.682323	0	0	0	51.18367472	0	12	0	219.3161669	43123.23128	0	34074.51175	0	3798.072193	103734.6138	2.521072799	150.6044087	26216.43563	26216.43563
955	954	0	17.94265672	0	0.513022577	0	0	1.691169745	0	0	0	0	0	0	0	15	0	0	4	3.9	0	0	0	93.3004	0	1180.432133	0	0	100	100	0	4	6349.975646	176.4084063	29906.26288	1636.969613	250.020882	0	22906.33397	5058.159396	10.268965	1026.8965	59192.62722	59192.62722
956	955	0	0.334527148	0.334246293	0.035694214	0	0	0	0	0	0	0	0	0	0	1	0	4	3	0	0	0	0	74.1598625	0	2773.899099	0	0	0	0.370221496	0	7	32529.17647	152.128525	74228.85604	0	8109.035873	0	21234.97716	28403.85806	3.020902328	302.0902328	69596.55977	69596.55977
957	956	0	3.295788594	0	27.37706047	0	0	0	21.20422043	0.491841563	0	0	0	0	0	31	1	61	16	4	1	0	0	88.62039513	0	0	7871.78609	0	0	47.60171095	0	79	0	177.6291937	0	0	0	0	53245.03465	90717.02976	8.450164072	364.4791603	875.6255132	875.6255132
958	957	0	21.86361938	20.81692892	31.6120961	20.76874946	0	0	0	0	1.987317474	0	0	0	0	17	0	22	11	4.9	0	0	0	40.59147454	0	0	0	0	0	32.68797928	0	33	0	86.51791224	2939.190164	0	4199.186674	0	17909.46699	2684.942438	22.4350645	1545.570374	974.5091587	974.5091587
959	958	0	1.535624866	17.51974536	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	122.4883356	1684.78609	2545.21391	2532.78609	1684.78609	0	17.51974508	1684.78609	0	0	128.7618393	23945.66784	2096.135886	16339.89956	2526.271562	26004.5056	17239.20341	0	0	29886.43122	29886.43122
960	959	0	0.716803172	3.93310153	0	0	0	0	92.89926205	0	0	0	0	0	0	9	0	17	8	4.2	0	0	0	35.36078326	0	878.1864408	0	0	0	93.61606522	0	25	0	80.45305794	53973.33938	0	3308.186901	0	3971.907018	42380.99024	0	0	67249.97947	67249.97947
961	960	0	9.147585979	34.81466323	6.661884999	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	108.7872548	0	2417.928353	10766.24797	0	0	37.30034538	0	1	0	222.0349813	86879.08683	1852.860433	48183.88054	0	46762.91064	58089.49843	1.045008535	65.89368343	22028.87348	22028.87348
962	961	0	0	2.749809579	0	0	0	0	0	0	0	0	0	0	0	8	0	4	5	4.6	0	0	0	88.72195143	0	0	1959.253899	0	0	2.749809579	0	9	0	184.1670208	5440.286066	0	44302.59745	0	8731.135615	73169.63512	4.730721112	412.2194405	10429.68708	10429.68708
963	962	0	2.083735882	1.892741228	2.083736278	1.897433353	0	1.245950213	0	0	0	0	0	0	0	13	0	48	16	17.7	0	0	0	40.77195857	0	0	0	0	0	2.090597694	0	64	0	94.49046035	85338.46904	0	3106.480084	0	1469.663752	3100.800893	17.29048027	1715.481964	119544.194	119544.194
964	963	0	23.95962207	10.1082969	10.19234086	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	88.38373125	0	0	4139.732746	0	24.69000584	38.07915487	0	3	20515.15122	201.3621	25545.37879	1048.010947	20478.14081	0	4655.974753	3671.740101	3.100756989	310.0756989	27710.32461	27710.32461
965	964	0	0.125975748	12.93107584	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	111.4257028	0	4115.887561	0	2114.389093	0	12.93107558	0	0	0	242.5823293	25983.1653	2119.085183	9119.460369	2518.792566	28057.70394	9941.23612	0	0	30494.73574	30494.73574
966	965	0	33.63278264	12.44997006	19.04992544	12.96950115	0	0	0	0	8.587566325	0	0	0	0	191	0	54	69	26	3	1	1	47.58662587	0	0	0	0	0	53.06169574	0	126	0	111.7480256	19323.50784	0	0	0	0	0	29.34945338	2063.855408	3372.429112	3372.429112
967	966	0	1.452951533	0	1.646168645	0	0	0	0	0	0	0	0	0	0	3	0	8	6	4.2	0	0	0	74.76924375	0	0	0	0	0	1.749465917	0	14	46258.78609	167.596075	48673.61	0	9158.948639	0	8893.292111	16365.66251	3.354618988	335.4618988	73827.21467	73827.21467
968	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	93	22	24.1	1	0	0	37.67547234	0	0	0	0	0	0	0	115	0	89.93760358	93644.99961	0	0	0	4952.852623	339.1373523	26.78789415	2678.764893	111048.7089	111048.7089
969	968	0	49.50352311	49.44416816	50.07076584	49.46499017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.661675	0	713.7860896	0	0	0	50.12028612	0	0	3668.786089	194.8635813	60086.49353	2187.873285	37734.41468	34.73192634	13478.56841	13500.36334	0.598310413	59.83104134	47905.6992	47905.6992
970	969	0	0.912087033	0.505776949	0.127011049	0.505895512	0	0	0	0	0	0	0	0	0	18	0	27	20	4.1	0	0	0	40.9416783	0	546.7849731	0	0	0	0.958888225	0	48	16212.18542	84.53564119	71660.80502	0	12090.19336	0	16948.36177	23972.27895	11.45806736	771.1550446	27495.16291	27495.16291
971	970	0	4.389834285	0	1.850609798	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	91.022875	0	0	490.7860896	0	100	100	0	10	48044.78609	211.226575	55558.27408	1491.967375	5376.885102	0	7158.688379	1910.756917	0.888999939	88.8999939	55115.37805	55115.37805
972	971	0	13.62558755	15.43066459	56.15660685	15.40057466	0	5.122114058	0	0	0	0	0	0	0	167	0	10	54	29.6	1	0	0	53.35883191	0	0	0	0	0	62.77461775	0	65	0	132.934392	34454.62121	0	0	0	4350.451899	3210.482872	14.59739159	578.0319748	168.7754975	168.7754975
973	972	0	0.101684427	0	0	0	0	0	0	0	0	0	0	0	0	13	0	19	6	4	0	0	0	45.97469375	0	0	0	0	0	0.101684427	0	25	13995.82021	102.4249125	75449.60039	0	7748.986444	0	6151.278591	4739.906995	16.40911835	1640.911835	107693.5304	107693.5304
974	973	0	0	0	85.21103453	0	0	0	1.981998226	16.65105799	0	0	0	63.85199334	0	33	0	10	16	20.6	0	1	1	120.2696254	0	0	3639.224264	0	0	97.8334634	0	22	0	189.7303202	89736.55499	0	3646.170604	0	0	29.05349737	0.669750167	8.445346832	0	0
975	974	0	9.447902406	0	0	0	0	0	15.8021957	0	0	0	0	100	0	251	0	16	84	72.2	0	1	0	93.17826882	0	0	21296.25744	0	0	100	0	101	0	191.2176097	70229.54408	0	24884.19	0	0	26882.23838	2.198067089	181.4717999	22761.9543	22761.9543
976	975	0	47.23737474	73.6608235	29.64779311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.9860937	2605.21391	2605.21391	5922.829003	2756.024354	74.49249891	96.19658165	2605.21391	0	40166.84392	228.7999938	48194.41798	2633.382911	6573.456288	2328.096721	4160.03868	8770.421759	4.508547935	450.8547935	52978.03744	52978.03744
977	976	0	1.056367825	0	1.288171843	0	0	0	0	0	0	0	0	0	0	21	0	56	39	22.1	0	0	0	44.5669	0	0	0	0	0	1.672479394	0	97	36601.79848	100.1799125	62748.67595	0	2785.358161	0	11252.62291	9295.366067	11.06123245	1106.123245	49522.16879	49522.16879
978	977	0	0.755151209	0	0.863202882	0	0	0	0	0	0	0	0	0	0	1	0	5	2	4.8	0	0	0	66.6320125	0	3691.242294	0	0	0	1.025922592	0	7	39564.21391	135.2225125	58453.08389	0	13812.76641	0	14252.18335	23752.95946	4.501162071	450.1162071	80151.91064	80151.91064
979	978	0	12.00859139	11.94032504	63.53426982	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	81.56627342	0	18485.06649	0	2448.024354	0	72.16053643	0	0	0	186.2779989	34845.22083	17927.86653	22795.10747	52.15046026	19301.0399	59750.11064	0	0	0	0
980	979	0	73.49657565	71.48518	71.35411521	71.2473347	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	98.3348875	0	870.7055224	952.3656603	0	0	73.60505932	0	0	6318.786089	190.0536313	80315.02521	959.7726906	35656.76879	1420.914565	32860.66487	30386.29701	1.327750158	132.7750158	28258.57978	28258.57978
981	980	0	0.677310325	0	0.49883886	0	0	0	0	0	0	0	0	0	0	3	0	27	12	0	1	0	0	47.14796875	0	0	0	0	0	0.949096129	0	39	44526.24111	106.4520187	56697.77473	0	0	0	1689.995091	8403.858061	19.88094864	1988.094864	57841.23441	57841.23441
982	981	0	6.299050945	6.188302184	0	6.188849723	0	0	0	0	4.202683207	0	0	0	0	55	0	12	3	0	2	0	0	43.26312348	0	0	0	0	0	6.314118839	0	17	0	122.989632	21299.42387	0	0	0	9207.366511	239.0277449	62.68505792	424.6872864	29429.32964	29429.32964
983	982	0	0.179844484	3.102020146	7.228181093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.805156	1058.024354	2435.024354	11849.38079	1058.024354	0	10.39229736	1058.024354	0	0	201.7258608	21059.48377	10580.76281	19602.29683	4312.984261	33565.26565	211173.6157	0	0	1735.649209	1735.649209
984	983	0	0.485894242	0	98.75519454	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	132.6814461	1220.21391	2264.21391	22071.15941	1220.21391	0	99.24092423	1220.21391	0	0	177.2398903	46922.67032	2298.220447	24103.30761	1785.313049	24452.48735	54812.20953	2.366429893	2.298109531	0	0
985	984	0	74.69700367	97.73234784	75.14575141	0	0	69.53528196	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	145.17165	1474.598535	8780.504677	6898.029031	1474.598535	100	100	1474.598535	0	51949.57274	252.0610563	56238.62209	7825.366688	21114.96015	4544.305466	3457.935296	11204.36833	2.698698616	269.8698616	59241.0636	59241.0636
986	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	70.48508825	0	0	1550.975646	0	0	0	0	0	0	173.5073082	8211.929153	540.78032	1150.869998	822.7815216	2678.955991	2200.712199	0	0	89780.17526	89780.17526
987	986	0	48.75590184	0	43.748976	0	0	33.57535561	0	0	0	0	0	0	0	10	0	4	4	0	1	0	0	103.8874	0	0	11209.62995	0	0	57.40017679	0	9	40531.88928	220.4216625	70382.0566	0	0	0	9060.789923	17988.33479	5.032323837	503.2323837	60737.92311	60737.92311
988	987	0	2.752352069	74.8146872	20.75143183	0	0	0	2.572934662	0	0	0	0	0	0	5	0	3	0	0	0	0	0	113.9201023	0	0	6080.901542	0	0	96.37449852	0	3	0	187.0557803	41464.06787	0	10698.49993	3654.54602	7989.498624	38672.9474	1.209353512	95.13573933	2845.217704	2845.217704
989	988	0	10.35199654	11.23093712	74.51108533	0	0	0	0	0	0	0	0	0	0	8	0	0	6	4.1	0	0	0	83.17399359	0	14773.64844	0	0	0	84.02384858	0	7	0	182.3633403	34932.93521	15448.57011	22769.2584	0	21172.48982	51755.0265	1.858220479	43.81950569	0	0
990	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	121.6679245	14.97564601	5341.284715	2644.184307	14.97564601	0	0	14.97564601	0	0	237.6666667	104949.3756	3427.940923	72101.93051	3544.56758	25284.74202	292952.5635	0	0	27179.28925	27179.28925
991	990	0	0.116100815	0	0	0	0	0	0	0	0	0	0	0	0	23	0	108	22	27.1	0	0	0	39.13494375	0	0	711.2139104	0	0	0.116100815	0	131	520.2139105	88.65966875	71420.70144	0	288.792451	0	6339.128456	45.46800526	44.07766632	4407.766632	121590.926	121590.926
992	991	0	30.87184305	76.26017103	33.07277657	0	0	2.264808302	0	0	0	0	0	0	0	23	0	4	25	26.5	0	1	0	92.13125625	0	0	9195.024354	0	100	100	0	30	57446.27628	213.3748687	60782.08749	0	10100.12197	0	0	22950.21216	1.959293747	195.9293747	65998.19749	65998.19749
993	992	0	27.59091345	25.9834743	26.27732161	0	0	0	0	0	0	0	0	0	0	9	0	4	2	0	0	0	1	99.0458375	0	0	11296.95879	0	44.23581554	45.16729345	0	7	40238.42476	214.9542063	66494.87649	0	7048.678748	0	21300.8033	0	2.004851723	200.4851723	64567.47652	64567.47652
994	993	0	9.788656164	4.332507636	7.407672803	2.09005066	0	6.668708087	0	0	0	0	0	0	0	266	0	39	46	28.8	1	0	1	62.80099004	0	0	0	0	0	10.78440316	0	87	0	127.5764991	21659.9809	0	0	0	177.8405182	0	28.91676962	2835.970852	14788.78741	14788.78741
995	994	0	0.165039721	27.62615665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.7491289	49789.87829	51238.71139	57257.02435	49789.87829	0	27.62615665	49789.87829	0	0	256	82414.22814	50886.13505	66422.59168	50584.05016	58143.06339	66318.74696	0	0	24273.62165	24273.62165
996	995	0	12.74509267	0	13.18976487	0	0	0	0	0	0	0	0	0	0	78	0	36	28	30.9	1	2	0	69.1770625	0	0	0	0	0	13.46627995	0	69	26258.78609	147.759225	29560.69856	0	0	0	0	9384.922391	43.29780762	4329.780762	62215.92841	62215.92841
997	996	0	26.12843274	58.25456688	26.12842962	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	109.8563678	363.024354	9260.786478	1031.024354	363.024354	0	58.25808257	363.024354	0	0	191.5043793	24709.16653	1037.050491	18578.16702	3191.811816	24736.53718	19277.38648	9.422624015	246.5389824	20866.36997	20866.36997
998	997	0	0.69604861	4.790274395	0.633089586	0	0	0	12.61271926	13.37675567	0	0	0	0	0	39	0	15	32	24.6	1	0	0	80.06080092	0	0	0	0	0	19.47186665	0	48	0	155.5530738	50316.71184	0	0	0	25450.22292	10210.91094	3.402432901	294.1918411	31076.58531	31076.58531
999	998	0	10.64790698	42.0975822	9.96921543	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	134.7074813	3032.852196	6833.558478	13912.10563	3032.852196	100	100	3032.852196	0	50123.64341	240.05065	56263.98763	6991.704976	14130.09615	3418.155434	5015.639015	14535.88943	3.132251835	313.2251835	61258.98406	61258.98406
1000	999	0	0	0	45.38914945	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	170.1207297	3287.459918	6763.239582	5361.134946	3287.459918	0	45.38914945	3287.459918	0	0	220.9849475	28604.61333	3770.939914	26855.10497	3371.976011	10445.43485	76893.333	0.914610235	35.86857605	202.2985011	202.2985011
1001	1000	0	7.452271986	33.10319589	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	111.9625148	0	25143.61706	31438.02435	0	0	33.10319589	0	0	0	194.9961057	902.5135129	27834.10702	39247.32003	23157.50522	49303.96597	184531.8215	3.454206378	25.34776878	29416.86487	29416.86487
1002	1001	0	3.301474076	2.381565684	0.650711658	2.687996206	0	0	0	0	0	0	0	0	0	107	0	43	11	0	0	1	0	40.60018125	0	0	0	0	0	4.162287792	0	55	16523.38231	88.7391	17161.22364	0	5026.450528	0	0	16669.54131	16.65955917	1665.955917	21838.41642	21838.41642
1003	1002	0	21.58807685	21.58807965	21.58807965	21.59871903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.953275	1157.382768	1157.382768	4542.78609	3915.024354	0	21.62398722	1157.382768	0	10579.1866	225.4032937	56457.88871	11477.60926	27016.89434	596.6093083	16220.01368	3881.925724	3.095981712	309.5981712	17783.88319	17783.88319
